Entity,Code,Year,Patent applications per million people
Iceland,ISL,1991,131.88672
Iceland,ISL,1992,107.25627
Iceland,ISL,1993,128.92218
Iceland,ISL,1994,82.70024
Iceland,ISL,1995,71.03654
Iceland,ISL,1996,59.498135
Iceland,ISL,1997,81.14249
Iceland,ISL,1998,149.60938
Iceland,ISL,1999,126.18024
Iceland,ISL,2000,181.36235
Iceland,ISL,2001,171.94913
Iceland,ISL,2002,246.93677
Iceland,ISL,2003,196.8769
Iceland,ISL,2004,225.97012
Iceland,ISL,2005,158.39102
Iceland,ISL,2006,148.13254
Iceland,ISL,2007,195.78516
Iceland,ISL,2008,157.52298
Iceland,ISL,2009,200.94255
Iceland,ISL,2010,179.22218
Iceland,ISL,2011,156.73294
Iceland,ISL,2012,115.36687
Iceland,ISL,2013,101.926094
Iceland,ISL,2014,155.77942
Iceland,ISL,2015,120.9135
Iceland,ISL,2016,104.34088
Iceland,ISL,2017,104.834015
Iceland,ISL,2018,158.76572
Iceland,ISL,2019,130.3517
Iceland,ISL,2020,120.06669
Iceland,ISL,2021,91.27026
India,IND,1980,1.7560092
India,IND,1981,1.5162792
India,IND,1982,1.5659848
India,IND,1984,1.328696
India,IND,1985,1.2709543
India,IND,1986,1.2634535
India,IND,1987,1.2213646
India,IND,1988,1.2485753
India,IND,1989,1.2387128
India,IND,1990,1.3260541
India,IND,1991,1.4333754
India,IND,1992,1.3821255
India,IND,1993,1.3111115
India,IND,1994,1.6872728
India,IND,1995,1.6088705
India,IND,1996,1.6954542
India,IND,1997,1.9276698
India,IND,1998,2.205828
India,IND,1999,2.1247785
India,IND,2000,2.0852184
India,IND,2001,2.2070723
India,IND,2002,2.4535341
India,IND,2003,3.0667896
India,IND,2004,3.533477
India,IND,2005,4.0885916
India,IND,2006,4.8479004
India,IND,2007,5.2877526
India,IND,2008,5.3190126
India,IND,2009,5.925625
India,IND,2010,7.1195264
India,IND,2011,7.009852
India,IND,2012,7.471018
India,IND,2013,8.233336
India,IND,2014,9.1748905
India,IND,2015,9.471964
India,IND,2016,9.821092
India,IND,2017,11.003508
India,IND,2018,11.8494835
India,IND,2019,14.005454
India,IND,2020,16.498438
India,IND,2021,18.5737
Indonesia,IDN,1980,0.03356819
Indonesia,IDN,1982,0.102529824
Indonesia,IDN,1983,0.25054592
Indonesia,IDN,1984,0.15926383
Indonesia,IDN,1985,0.29380694
Indonesia,IDN,1986,0.18804166
Indonesia,IDN,1987,0.35732573
Indonesia,IDN,1989,0.6270754
Indonesia,IDN,1991,0.18203406
Indonesia,IDN,1992,0.35255042
Indonesia,IDN,1993,0.19658037
Indonesia,IDN,1994,0.14751376
Indonesia,IDN,1995,0.3051708
Indonesia,IDN,1996,0.19684619
Indonesia,IDN,1997,0.38249972
Indonesia,IDN,1998,0.44322273
Indonesia,IDN,1999,0.7135994
Indonesia,IDN,2000,0.72659016
Indonesia,IDN,2001,0.967604
Indonesia,IDN,2002,1.053634
Indonesia,IDN,2003,0.89314276
Indonesia,IDN,2004,0.9959344
Indonesia,IDN,2005,1.0178816
Indonesia,IDN,2006,1.2310236
Indonesia,IDN,2007,1.1979971
Indonesia,IDN,2008,1.6072758
Indonesia,IDN,2009,1.7062739
Indonesia,IDN,2010,2.062481
Indonesia,IDN,2011,2.1365292
Indonesia,IDN,2013,2.5913372
Indonesia,IDN,2014,2.7117083
Indonesia,IDN,2015,4.0412645
Indonesia,IDN,2016,4.160567
Indonesia,IDN,2017,8.494589
Indonesia,IDN,2018,5.212041
Indonesia,IDN,2019,11.350901
Indonesia,IDN,2020,4.7632065
Indonesia,IDN,2021,5.0477304
Iran,IRN,1980,4.24172
Iran,IRN,1981,6.811257
Iran,IRN,1982,4.562689
Iran,IRN,1983,4.627464
Iran,IRN,1984,3.3895469
Iran,IRN,1985,3.690834
Iran,IRN,1987,3.8819664
Iran,IRN,1988,3.0323558
Iran,IRN,1989,2.486557
Iran,IRN,1990,3.117501
Iran,IRN,1991,4.367618
Iran,IRN,1992,3.677373
Iran,IRN,1993,4.5274262
Iran,IRN,1994,4.3237553
Iran,IRN,1995,4.4690533
Iran,IRN,1996,4.580058
Iran,IRN,1997,4.4626274
Iran,IRN,1998,5.223198
Iran,IRN,1999,5.5924487
Iran,IRN,2000,6.172964
Iran,IRN,2001,10.244321
Iran,IRN,2002,13.380126
Iran,IRN,2003,18.714735
Iran,IRN,2004,34.530704
Iran,IRN,2005,56.398262
Iran,IRN,2006,81.343185
Iran,IRN,2007,142.72952
Iran,IRN,2008,203.97487
Iran,IRN,2009,159.35583
Iran,IRN,2010,143.47557
Iran,IRN,2011,147.08434
Iran,IRN,2012,133.82793
Iran,IRN,2013,140.58377
Iran,IRN,2014,167.88536
Iran,IRN,2016,178.13629
Iran,IRN,2017,179.51997
Iran,IRN,2018,138.27539
Iran,IRN,2019,132.89812
Iran,IRN,2020,129.90826
Iran,IRN,2021,115.425285
Iraq,IRQ,1980,1.397882
Iraq,IRQ,1981,1.8562968
Iraq,IRQ,1982,3.2625108
Iraq,IRQ,1983,2.2236366
Iraq,IRQ,1984,8.098894
Iraq,IRQ,1985,18.873423
Iraq,IRQ,1986,12.38013
Iraq,IRQ,1987,16.463846
Iraq,IRQ,1988,16.08628
Iraq,IRQ,1989,14.224389
Iraq,IRQ,1992,8.141701
Iraq,IRQ,1993,8.541135
Iraq,IRQ,1994,5.5611258
Iraq,IRQ,1995,3.6493092
Iraq,IRQ,1996,3.1625965
Iraq,IRQ,2015,8.918936
Iraq,IRQ,2017,15.583153
Iraq,IRQ,2018,16.217308
Iraq,IRQ,2019,17.891748
Iraq,IRQ,2020,15.0771885
Ireland,IRL,1980,115.44772
Ireland,IRL,1981,133.5071
Ireland,IRL,1982,124.505135
Ireland,IRL,1983,161.51085
Ireland,IRL,1984,184.29277
Ireland,IRL,1985,205.19592
Ireland,IRL,1986,209.90538
Ireland,IRL,1987,203.10408
Ireland,IRL,1988,206.24413
Ireland,IRL,1989,209.62634
Ireland,IRL,1990,208.88031
Ireland,IRL,1991,222.39607
Ireland,IRL,2016,16.587152
Ireland,IRL,2017,12.843233
Ireland,IRL,2018,15.516468
Ireland,IRL,2019,11.654881
Ireland,IRL,2020,14.8817
Ireland,IRL,2021,14.675424
Israel,ISR,1980,172.5116
Israel,ISR,1981,183.77148
Israel,ISR,1982,175.39072
Israel,ISR,1983,167.35689
Israel,ISR,1984,167.34792
Israel,ISR,1985,186.62888
Israel,ISR,1986,190.50941
Israel,ISR,1987,188.37262
Israel,ISR,1988,223.9982
Israel,ISR,1989,230.63303
Israel,ISR,1990,225.75107
Israel,ISR,1991,219.64034
Israel,ISR,1992,273.27737
Israel,ISR,1993,250.52272
Israel,ISR,1994,233.56177
Israel,ISR,1995,228.3138
Israel,ISR,1996,213.98454
Israel,ISR,1997,246.9157
Israel,ISR,1998,326.57846
Israel,ISR,1999,335.1837
Israel,ISR,2000,254.25346
Israel,ISR,2001,193.81891
Israel,ISR,2002,184.62709
Israel,ISR,2003,198.66362
Israel,ISR,2004,226.7587
Israel,ISR,2005,240.83347
Israel,ISR,2006,190.25476
Israel,ISR,2007,224.92723
Israel,ISR,2008,209.06305
Israel,ISR,2009,185.2891
Israel,ISR,2010,190.19885
Israel,ISR,2011,175.12683
Israel,ISR,2012,166.7404
Israel,ISR,2013,149.0167
Israel,ISR,2014,136.93295
Israel,ISR,2015,153.33946
Israel,ISR,2016,152.11795
Israel,ISR,2017,164.80553
Israel,ISR,2018,169.54114
Israel,ISR,2019,151.09344
Israel,ISR,2020,178.1858
Israel,ISR,2021,169.87857
Italy,ITA,1980,112.857735
Italy,ITA,1985,35.340015
Italy,ITA,1988,40.42078
Italy,ITA,1992,133.24628
Italy,ITA,1993,131.84515
Italy,ITA,1994,138.48573
Italy,ITA,1996,123.05602
Italy,ITA,1999,110.354996
Italy,ITA,2000,138.33348
Italy,ITA,2007,157.51517
Italy,ITA,2008,145.04018
Italy,ITA,2009,147.99652
Italy,ITA,2010,148.39665
Italy,ITA,2011,146.50113
Italy,ITA,2012,140.20311
Italy,ITA,2013,137.73466
Italy,ITA,2014,142.58784
Italy,ITA,2016,147.18402
Italy,ITA,2017,144.04459
Italy,ITA,2018,148.31586
Italy,ITA,2019,154.51434
Italy,ITA,2020,169.26639
Italy,ITA,2021,173.8618
Jamaica,JAM,1983,6.711914
Jamaica,JAM,1984,4.415865
Jamaica,JAM,1987,1.287657
Jamaica,JAM,1990,1.6807591
Jamaica,JAM,1991,1.6660634
Jamaica,JAM,1992,2.474532
Jamaica,JAM,1993,3.6735954
Jamaica,JAM,1994,2.424027
Jamaica,JAM,1995,2.799831
Jamaica,JAM,1996,0.7922477
Jamaica,JAM,1997,3.5323927
Jamaica,JAM,2000,4.218073
Jamaica,JAM,2001,1.5241562
Jamaica,JAM,2002,5.6805873
Jamaica,JAM,2003,3.3877597
Jamaica,JAM,2004,4.11642
Jamaica,JAM,2005,3.7215312
Jamaica,JAM,2006,7.77499
Jamaica,JAM,2007,2.210922
Jamaica,JAM,2008,5.503305
Jamaica,JAM,2009,6.2111917
Jamaica,JAM,2010,5.0935616
Jamaica,JAM,2011,7.24508
Jamaica,JAM,2012,9.017361
Jamaica,JAM,2013,7.9031873
Jamaica,JAM,2014,11.812085
Jamaica,JAM,2015,2.4977396
Jamaica,JAM,2016,6.7617702
Jamaica,JAM,2017,3.9065773
Jamaica,JAM,2018,9.219541
Jamaica,JAM,2019,4.958787
Jamaica,JAM,2020,3.5326464
Jamaica,JAM,2021,5.638405
Japan,JPN,1980,1418.8362
Japan,JPN,1983,1908.5887
Japan,JPN,1984,2133.566
Japan,JPN,1985,2270.6042
Japan,JPN,1986,2388.8477
Japan,JPN,1987,2547.7886
Japan,JPN,1988,2520.0933
Japan,JPN,1989,2580.39
Japan,JPN,1990,2698.6995
Japan,JPN,1991,2709.9238
Japan,JPN,1992,2716.6487
Japan,JPN,1993,2662.402
Japan,JPN,1994,2555.8645
Japan,JPN,1995,2666.8262
Japan,JPN,1996,2704.43
Japan,JPN,1997,2782.9236
Japan,JPN,1998,2843.204
Japan,JPN,1999,2844.3271
Japan,JPN,2000,3053.8855
Japan,JPN,2001,3041.8406
Japan,JPN,2002,2898.9604
Japan,JPN,2003,2804.4912
Japan,JPN,2004,2883.6343
Japan,JPN,2005,2879.7947
Japan,JPN,2006,2714.5024
Japan,JPN,2007,2605.4329
Japan,JPN,2008,2577.7156
Japan,JPN,2009,2306.3015
Japan,JPN,2010,2265.019
Japan,JPN,2011,2249.6538
Japan,JPN,2012,2248.8071
Japan,JPN,2013,2132.1433
Japan,JPN,2014,2089.624
Japan,JPN,2015,2035.842
Japan,JPN,2016,2047.9398
Japan,JPN,2017,2049.9954
Japan,JPN,2018,2000.0631
Japan,JPN,2019,1937.6624
Japan,JPN,2020,1800.6194
Japan,JPN,2021,1769.9648
Jordan,JOR,1989,3.2839477
Jordan,JOR,2000,13.180012
Jordan,JOR,2001,9.456447
Jordan,JOR,2002,3.7392724
Jordan,JOR,2003,4.354014
Jordan,JOR,2004,7.140354
Jordan,JOR,2005,8.126593
Jordan,JOR,2006,11.668845
Jordan,JOR,2007,8.641869
Jordan,JOR,2008,7.153213
Jordan,JOR,2009,8.4012985
Jordan,JOR,2010,6.1668816
Jordan,JOR,2011,5.3472905
Jordan,JOR,2012,6.326505
Jordan,JOR,2013,4.379484
Jordan,JOR,2014,4.549741
Jordan,JOR,2015,4.2955647
Jordan,JOR,2016,2.1986
Jordan,JOR,2017,2.540495
Jordan,JOR,2018,2.2939494
Jordan,JOR,2019,1.9677862
Jordan,JOR,2020,3.313322
Jordan,JOR,2021,2.2590995
Kazakhstan,KAZ,1992,24.98179
Kazakhstan,KAZ,1993,186.57573
Kazakhstan,KAZ,1994,81.730736
Kazakhstan,KAZ,1995,61.623848
Kazakhstan,KAZ,1996,62.256233
Kazakhstan,KAZ,1997,72.9902
Kazakhstan,KAZ,1998,79.50007
Kazakhstan,KAZ,1999,87.47483
Kazakhstan,KAZ,2000,90.25164
Kazakhstan,KAZ,2001,103.17453
Kazakhstan,KAZ,2002,101.8096
Kazakhstan,KAZ,2003,107.700455
Kazakhstan,KAZ,2004,110.78753
Kazakhstan,KAZ,2005,95.377556
Kazakhstan,KAZ,2006,88.98567
Kazakhstan,KAZ,2007,100.447716
Kazakhstan,KAZ,2008,90.28081
Kazakhstan,KAZ,2009,91.03574
Kazakhstan,KAZ,2010,100.4347
Kazakhstan,KAZ,2011,82.91338
Kazakhstan,KAZ,2013,103.893135
Kazakhstan,KAZ,2014,97.77571
Kazakhstan,KAZ,2015,70.28246
Kazakhstan,KAZ,2016,54.074364
Kazakhstan,KAZ,2017,56.562508
Kazakhstan,KAZ,2018,41.67387
Kazakhstan,KAZ,2020,41.217285
Kenya,KEN,1988,0.04682477
Kenya,KEN,1991,0.33831626
Kenya,KEN,1993,0.55738723
Kenya,KEN,1996,0.54856217
Kenya,KEN,1997,0.7828689
Kenya,KEN,1998,0.9346423
Kenya,KEN,1999,0.84080505
Kenya,KEN,2002,0.70487696
Kenya,KEN,2003,0.65374583
Kenya,KEN,2004,0.89302546
Kenya,KEN,2005,0.94981396
Kenya,KEN,2006,1.1109904
Kenya,KEN,2007,1.0779163
Kenya,KEN,2008,1.6068826
Kenya,KEN,2009,1.1878574
Kenya,KEN,2010,1.8510253
Kenya,KEN,2011,3.15727
Kenya,KEN,2012,2.8025692
Kenya,KEN,2013,2.823051
Kenya,KEN,2014,2.86636
Kenya,KEN,2015,2.9094136
Kenya,KEN,2016,2.9912949
Kenya,KEN,2017,2.7440271
Kenya,KEN,2018,4.85987
Kenya,KEN,2019,5.7418704
Kenya,KEN,2020,6.5303984
Kenya,KEN,2021,3.0064356
Kuwait,KWT,2016,3.2466755
Kuwait,KWT,2018,0.23129329
Kyrgyzstan,KGZ,1994,29.235434
Kyrgyzstan,KGZ,1995,26.093893
Kyrgyzstan,KGZ,1996,27.223007
Kyrgyzstan,KGZ,1997,32.36507
Kyrgyzstan,KGZ,1998,23.275246
Kyrgyzstan,KGZ,1999,12.395614
Kyrgyzstan,KGZ,2000,16.33199
Kyrgyzstan,KGZ,2001,16.986605
Kyrgyzstan,KGZ,2002,24.64582
Kyrgyzstan,KGZ,2003,35.492577
Kyrgyzstan,KGZ,2007,29.42078
Kyrgyzstan,KGZ,2008,25.382004
Kyrgyzstan,KGZ,2009,27.088993
Kyrgyzstan,KGZ,2010,24.510435
Kyrgyzstan,KGZ,2011,22.35609
Kyrgyzstan,KGZ,2012,19.461876
Kyrgyzstan,KGZ,2013,19.213627
Kyrgyzstan,KGZ,2014,22.350727
Kyrgyzstan,KGZ,2015,20.198555
Kyrgyzstan,KGZ,2016,13.602494
Kyrgyzstan,KGZ,2017,21.722944
Kyrgyzstan,KGZ,2019,13.960099
Kyrgyzstan,KGZ,2020,9.365807
Kyrgyzstan,KGZ,2021,12.114624
Laos,LAO,2005,0.5111148
Laos,LAO,2006,0.838476
Laos,LAO,2007,0.33023813
Laos,LAO,2008,0.16262889
Laos,LAO,2013,0.15125424
Laos,LAO,2014,0.14918311
Laos,LAO,2015,0.14702326
Laos,LAO,2017,0.42746326
Laos,LAO,2018,0.14029092
Latin America and Caribbean (WB),WB_LAC,1980,13.73039
Latin America and Caribbean (WB),WB_LAC,1981,12.287169
Latin America and Caribbean (WB),WB_LAC,1982,11.656998
Latin America and Caribbean (WB),WB_LAC,1983,14.046395
Latin America and Caribbean (WB),WB_LAC,1984,13.699718
Latin America and Caribbean (WB),WB_LAC,1985,8.057252
Latin America and Caribbean (WB),WB_LAC,1986,7.6732254
Latin America and Caribbean (WB),WB_LAC,1987,9.146531
Latin America and Caribbean (WB),WB_LAC,1988,7.8464055
Latin America and Caribbean (WB),WB_LAC,1989,8.286988
Latin America and Caribbean (WB),WB_LAC,1990,10.386474
Latin America and Caribbean (WB),WB_LAC,1991,10.028299
Latin America and Caribbean (WB),WB_LAC,1992,8.463729
Latin America and Caribbean (WB),WB_LAC,1993,9.72652
Latin America and Caribbean (WB),WB_LAC,1994,9.128964
Latin America and Caribbean (WB),WB_LAC,1995,9.152124
Latin America and Caribbean (WB),WB_LAC,1996,9.823499
Latin America and Caribbean (WB),WB_LAC,1997,9.513234
Latin America and Caribbean (WB),WB_LAC,1998,8.45822
Latin America and Caribbean (WB),WB_LAC,1999,9.203657
Latin America and Caribbean (WB),WB_LAC,2000,10.133159
Latin America and Caribbean (WB),WB_LAC,2001,9.771168
Latin America and Caribbean (WB),WB_LAC,2002,10.074966
Latin America and Caribbean (WB),WB_LAC,2003,10.682305
Latin America and Caribbean (WB),WB_LAC,2004,11.153137
Latin America and Caribbean (WB),WB_LAC,2005,11.739787
Latin America and Caribbean (WB),WB_LAC,2006,11.328843
Latin America and Caribbean (WB),WB_LAC,2007,11.623217
Latin America and Caribbean (WB),WB_LAC,2008,11.612278
Latin America and Caribbean (WB),WB_LAC,2009,11.125098
Latin America and Caribbean (WB),WB_LAC,2010,10.871923
Latin America and Caribbean (WB),WB_LAC,2011,12.169938
Latin America and Caribbean (WB),WB_LAC,2012,12.714427
Latin America and Caribbean (WB),WB_LAC,2013,12.629324
Latin America and Caribbean (WB),WB_LAC,2014,12.16449
Latin America and Caribbean (WB),WB_LAC,2015,12.217459
Latin America and Caribbean (WB),WB_LAC,2016,13.884225
Latin America and Caribbean (WB),WB_LAC,2017,13.722707
Latin America and Caribbean (WB),WB_LAC,2018,12.870843
Latin America and Caribbean (WB),WB_LAC,2019,13.049128
Latin America and Caribbean (WB),WB_LAC,2020,12.989966
Latvia,LVA,1992,27.92294
Latvia,LVA,1993,60.469162
Latvia,LVA,1994,71.01083
Latvia,LVA,1995,84.505135
Latvia,LVA,1996,79.76487
Latvia,LVA,1997,66.58854
Latvia,LVA,1998,80.912224
Latvia,LVA,1999,38.06764
Latvia,LVA,2000,41.393
Latvia,LVA,2001,50.060543
Latvia,LVA,2002,64.9302
Latvia,LVA,2003,39.77351
Latvia,LVA,2004,47.721687
Latvia,LVA,2005,50.02682
Latvia,LVA,2006,51.389385
Latvia,LVA,2007,63.172485
Latvia,LVA,2008,94.61164
Latvia,LVA,2009,112.06213
Latvia,LVA,2010,84.86071
Latvia,LVA,2011,83.99245
Latvia,LVA,2012,94.87204
Latvia,LVA,2013,111.793076
Latvia,LVA,2014,51.660614
Latvia,LVA,2015,68.772766
Latvia,LVA,2016,48.48084
Latvia,LVA,2017,46.33806
Latvia,LVA,2018,44.624928
Latvia,LVA,2019,42.8462
Latvia,LVA,2020,48.935802
Latvia,LVA,2021,55.187344
Lebanon,LBN,2013,18.28174
Lebanon,LBN,2014,12.6044
Lebanon,LBN,2015,16.99506
Lesotho,LSO,1995,4.099543
Lesotho,LSO,1996,0.5069919
Lesotho,LSO,2018,1.8318348
Lesotho,LSO,2019,0.45261055
Liberia,LBR,1991,3.0666726
Liberia,LBR,1993,6.49614
Libya,LBY,1989,0.69077945
Libya,LBY,1990,2.2495978
Libya,LBY,1991,5.5012765
Libya,LBY,1993,3.169207
Libya,LBY,1994,2.0738125
Libya,LBY,1995,1.2227821
Libya,LBY,1996,2.4060667
Lithuania,LTU,1991,7.8290906
Lithuania,LTU,1992,36.2151
Lithuania,LTU,1993,112.14863
Lithuania,LTU,1994,30.62499
Lithuania,LTU,1995,29.208328
Lithuania,LTU,1996,27.765337
Lithuania,LTU,1997,34.963696
Lithuania,LTU,1998,37.753593
Lithuania,LTU,1999,24.40244
Lithuania,LTU,2000,18.859644
Lithuania,LTU,2001,19.591923
Lithuania,LTU,2002,24.687292
Lithuania,LTU,2003,18.739681
Lithuania,LTU,2004,20.727997
Lithuania,LTU,2005,20.466343
Lithuania,LTU,2006,19.87823
Lithuania,LTU,2007,19.187359
Lithuania,LTU,2008,27.202538
Lithuania,LTU,2009,28.77092
Lithuania,LTU,2010,34.86928
Lithuania,LTU,2011,30.712175
Lithuania,LTU,2012,36.46535
Lithuania,LTU,2013,39.51034
Lithuania,LTU,2014,41.875862
Lithuania,LTU,2015,34.694683
Lithuania,LTU,2016,33.016777
Lithuania,LTU,2017,28.494648
Lithuania,LTU,2018,28.731556
Lithuania,LTU,2019,32.016064
Lithuania,LTU,2020,33.80339
Lithuania,LTU,2021,28.84225
Low-income countries,OWID_LIC,1997,0.6724565
Low-income countries,OWID_LIC,1998,0.65419686
Low-income countries,OWID_LIC,1999,0.63628215
Low-income countries,OWID_LIC,2000,1.2396634
Low-income countries,OWID_LIC,2001,0.905607
Low-income countries,OWID_LIC,2002,0.87967426
Low-income countries,OWID_LIC,2003,1.138808
Low-income countries,OWID_LIC,2004,1.107096
Low-income countries,OWID_LIC,2005,16.40719
Low-income countries,OWID_LIC,2006,17.230532
Low-income countries,OWID_LIC,2007,18.506859
Low-income countries,OWID_LIC,2008,20.203876
Low-income countries,OWID_LIC,2009,20.834461
Low-income countries,OWID_LIC,2010,20.255377
Low-income countries,OWID_LIC,2011,19.245628
Low-income countries,OWID_LIC,2012,19.838957
Low-income countries,OWID_LIC,2013,1.5050919
Low-income countries,OWID_LIC,2014,1.2592587
Low-income countries,OWID_LIC,2015,1.4335207
Low-income countries,OWID_LIC,2016,1.197248
Low-income countries,OWID_LIC,2017,1.1652963
Low-income countries,OWID_LIC,2018,1.5107964
Low-income countries,OWID_LIC,2019,1.1009558
Low-income countries,OWID_LIC,2020,1.0701996
Lower-middle-income countries,OWID_LMC,1997,4.551299
Lower-middle-income countries,OWID_LMC,1998,4.8977532
Lower-middle-income countries,OWID_LMC,1999,4.7984743
Lower-middle-income countries,OWID_LMC,2000,4.796479
Lower-middle-income countries,OWID_LMC,2001,5.623482
Lower-middle-income countries,OWID_LMC,2002,3.074767
Lower-middle-income countries,OWID_LMC,2003,3.4617338
Lower-middle-income countries,OWID_LMC,2004,4.44391
Lower-middle-income countries,OWID_LMC,2005,4.578693
Lower-middle-income countries,OWID_LMC,2006,4.8764424
Lower-middle-income countries,OWID_LMC,2007,5.0794015
Lower-middle-income countries,OWID_LMC,2008,4.7888894
Lower-middle-income countries,OWID_LMC,2009,4.747096
Lower-middle-income countries,OWID_LMC,2010,10.077386
Lower-middle-income countries,OWID_LMC,2011,10.100951
Lower-middle-income countries,OWID_LMC,2012,9.89723
Lower-middle-income countries,OWID_LMC,2013,10.70969
Lower-middle-income countries,OWID_LMC,2014,11.898371
Lower-middle-income countries,OWID_LMC,2015,11.862518
Lower-middle-income countries,OWID_LMC,2016,12.506279
Lower-middle-income countries,OWID_LMC,2017,13.623925
Lower-middle-income countries,OWID_LMC,2018,12.566808
Lower-middle-income countries,OWID_LMC,2019,14.033927
Lower-middle-income countries,OWID_LMC,2020,14.283794
Luxembourg,LUX,1980,266.37375
Luxembourg,LUX,1981,298.44617
Luxembourg,LUX,1982,257.16437
Luxembourg,LUX,1984,158.47081
Luxembourg,LUX,1985,220.88539
Luxembourg,LUX,1986,217.1818
Luxembourg,LUX,1987,186.10924
Luxembourg,LUX,1988,182.08595
Luxembourg,LUX,1989,153.80536
Luxembourg,LUX,1990,107.372
Luxembourg,LUX,1991,134.36693
Luxembourg,LUX,1993,183.65935
Luxembourg,LUX,1994,124.092575
Luxembourg,LUX,1995,85.65311
Luxembourg,LUX,1996,125.53564
Luxembourg,LUX,1997,114.43557
Luxembourg,LUX,1998,103.60255
Luxembourg,LUX,1999,55.752365
Luxembourg,LUX,2000,194.82008
Luxembourg,LUX,2001,115.50875
Luxembourg,LUX,2002,91.8922
Luxembourg,LUX,2003,35.42723
Luxembourg,LUX,2004,50.207928
Luxembourg,LUX,2005,51.59537
Luxembourg,LUX,2006,55.010506
Luxembourg,LUX,2007,31.250456
Luxembourg,LUX,2008,98.22982
Luxembourg,LUX,2009,120.53445
Luxembourg,LUX,2010,155.833
Luxembourg,LUX,2011,163.98282
Luxembourg,LUX,2012,205.29395
Luxembourg,LUX,2013,207.96526
Luxembourg,LUX,2014,230.08382
Luxembourg,LUX,2015,224.71753
Luxembourg,LUX,2016,245.69856
Luxembourg,LUX,2017,261.5975
Luxembourg,LUX,2018,250.02055
Luxembourg,LUX,2019,188.70937
Luxembourg,LUX,2020,204.62581
Luxembourg,LUX,2021,174.9825
Macao,MAC,2005,6.3357973
Macao,MAC,2007,1.9197543
Macao,MAC,2008,5.548363
Macao,MAC,2009,1.8691589
Macao,MAC,2010,7.4487896
Macao,MAC,2011,7.2780204
Macao,MAC,2012,8.804367
Macao,MAC,2013,10.1368475
Macao,MAC,2014,3.2169857
Macao,MAC,2015,4.6663556
Macao,MAC,2017,1.5422579
Macao,MAC,2018,1.517681
Macao,MAC,2020,4.377006
Macao,MAC,2021,2.930403
Madagascar,MDG,1994,0.66109145
Madagascar,MDG,1995,1.5656942
Madagascar,MDG,1996,0.48240227
Madagascar,MDG,1997,0.60036767
Madagascar,MDG,1998,0.903846
Madagascar,MDG,1999,0.6249802
Madagascar,MDG,2000,0.42382276
Madagascar,MDG,2002,0.22792135
Madagascar,MDG,2003,0.166004
Madagascar,MDG,2004,0.85990953
Madagascar,MDG,2005,0.36535007
Madagascar,MDG,2006,0.20272762
Madagascar,MDG,2007,0.4429443
Madagascar,MDG,2008,0.66909325
Madagascar,MDG,2009,0.04640957
Madagascar,MDG,2010,0.40570986
Madagascar,MDG,2011,0.13145038
Madagascar,MDG,2012,0.17048527
Madagascar,MDG,2013,0.16591115
Madagascar,MDG,2014,0.20190315
Madagascar,MDG,2015,0.1179862
Madagascar,MDG,2016,0.22988547
Madagascar,MDG,2017,0.33596662
Madagascar,MDG,2018,0.32733312
Madagascar,MDG,2020,0.20722844
Madagascar,MDG,2021,0.20208088
Malawi,MWI,1980,0.3192069
Malawi,MWI,1981,1.0742038
Malawi,MWI,1982,0.44255105
Malawi,MWI,1983,0.1418096
Malawi,MWI,1988,0.11424313
Malawi,MWI,1989,0.10897733
Malawi,MWI,1991,0.10158238
Malawi,MWI,1992,0.19733442
Malawi,MWI,1993,0.2917146
Malawi,MWI,1994,0.09837781
Malawi,MWI,1995,0.09852103
Malawi,MWI,1996,0.19319512
Malawi,MWI,1997,0.18935744
Malawi,MWI,1998,0.18530741
Malawi,MWI,1999,0.090515725
Malawi,MWI,2000,0.2651127
Malawi,MWI,2015,0.3511732
Malawi,MWI,2016,0.17086482
Malaysia,MYS,1985,0.5245125
Malaysia,MYS,1986,1.8400526
Malaysia,MYS,1987,4.362054
Malaysia,MYS,1988,4.3461165
Malaysia,MYS,1989,4.851286
Malaysia,MYS,1990,5.1589255
Malaysia,MYS,1991,5.77894
Malaysia,MYS,1992,8.017172
Malaysia,MYS,1993,10.247034
Malaysia,MYS,1994,11.251008
Malaysia,MYS,1995,6.935359
Malaysia,MYS,1996,10.599476
Malaysia,MYS,1997,8.374184
Malaysia,MYS,1998,8.810085
Malaysia,MYS,1999,9.71673
Malaysia,MYS,2000,8.969072
Malaysia,MYS,2001,11.518907
Malaysia,MYS,2002,13.359623
Malaysia,MYS,2003,15.235253
Malaysia,MYS,2004,20.667725
Malaysia,MYS,2005,20.204311
Malaysia,MYS,2006,20.1
Malaysia,MYS,2007,24.816296
Malaysia,MYS,2008,29.669868
Malaysia,MYS,2009,43.8759
Malaysia,MYS,2010,42.95818
Malaysia,MYS,2011,36.89728
Malaysia,MYS,2012,37.555416
Malaysia,MYS,2013,39.735847
Malaysia,MYS,2014,44.077206
Malaysia,MYS,2015,40.726418
Malaysia,MYS,2016,34.88553
Malaysia,MYS,2017,36.03699
Malaysia,MYS,2018,33.909668
Malaysia,MYS,2019,32.02694
Malaysia,MYS,2020,29.183031
Malaysia,MYS,2021,25.756657
Mali,MLI,1981,0.12999226
Malta,MLT,1980,22.106775
Malta,MLT,1981,18.80984
Malta,MLT,1982,9.205334
Malta,MLT,1983,12.101995
Malta,MLT,1986,14.614713
